City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,nova xavantina,-14.6667,-52.35,32.17,50,48,0.86,BR,1707249261
294,boende,-0.2167,20.8667,26.47,55,45,0.63,CD,1707249262
295,dalandzadgad,43.5708,104.425,-15.46,79,4,0.75,MN,1707249262
296,tibati,6.4667,12.6333,24.49,19,51,3.79,CM,1707249262
297,acarau,-2.8856,-40.12,29.26,71,99,8.29,BR,1707249262
298,summerside,46.3959,-63.7876,-1.29,100,100,8.23,CA,1707249263
299,ponta delgada,37.7333,-25.6667,18.44,94,75,7.72,PT,1707249263
300,portland,45.5234,-122.6762,10.25,91,75,1.34,US,1707248522
301,birjand,32.8663,59.2211,-0.74,24,0,3.09,IR,1707249263
302,muncar,-8.4333,114.3333,23.93,93,96,1.08,ID,1707249263
303,san pedro,14.35,121.0167,25.66,81,20,2.24,PH,1707249264
304,pontevedra,42.431,-8.6444,13.75,95,95,1.88,ES,1707249264
305,ar ruways,24.1103,52.7306,18.21,54,17,6.78,AE,1707249264
306,ganganagar,29.9167,73.8833,9.38,45,11,2.99,IN,1707249264
307,vadso,70.0744,29.7487,-7.91,93,75,6.69,NO,1707249265
308,morant bay,17.8815,-76.4093,28.79,65,50,8.14,JM,1707249265
309,mount gambier,-37.8333,140.7667,11.45,91,34,0.51,AU,1707249265
310,nagqu,31.5,92.0,-11.58,26,5,1.05,CN,1707249265
311,vorgashor,67.5833,63.95,-22.65,97,100,2.17,RU,1707249161
312,fisterra,42.9049,-9.2629,13.75,91,99,8.23,ES,1707249266
313,gadzhiyevo,69.2551,33.3362,-18.51,100,95,4.97,RU,1707249266
314,codrington,-38.2667,141.9667,11.51,89,26,1.49,AU,1707249133
315,warwick,41.7001,-71.4162,4.4,62,40,10.29,US,1707249266
316,minot air force base,48.4209,-101.3391,3.1,90,100,3.6,US,1707249267
317,whitehorse,60.7161,-135.0538,-17.57,85,100,3.09,CA,1707248848
318,arris,35.2588,6.3471,6.53,49,100,2.92,DZ,1707249267
319,puerto baquerizo moreno,-0.9,-89.6,29.55,70,75,6.17,EC,1707249267
320,north bend,43.4065,-124.2243,10.04,93,100,2.06,US,1707249267
321,kerikeri,-35.2268,173.9474,17.17,93,10,0.45,NZ,1707249268
322,zagora,30.3484,-5.8365,13.78,24,100,1.62,MA,1707249268
323,qarauyl,48.9451,79.255,-7.03,73,65,4.41,KZ,1707249268
324,port hedland,-20.3167,118.5667,27.03,83,10,2.57,AU,1707249268
325,san borja,-14.8167,-66.85,32.68,54,59,0.68,BO,1707249268
326,rovaniemi,66.5,25.7167,-20.33,84,100,2.06,FI,1707249269
327,karratha,-20.7377,116.8463,26.9,68,44,0.13,AU,1707249269
328,formosa,-26.1775,-58.1781,36.65,47,75,2.06,AR,1707249269
329,lucapa,-8.4192,20.7447,17.93,98,87,0.61,AO,1707249269
330,lajedo,-8.6636,-36.32,29.45,42,98,6.52,BR,1707249270
331,arquitecto tomas romero pereira,-26.4833,-55.25,33.06,35,100,2.86,PY,1707249270
332,petnjica,42.9092,19.9638,4.03,93,97,2.42,ME,1707249270
333,ola,59.5833,151.2833,-22.33,85,98,4.0,RU,1707249270
334,takoradi,4.8845,-1.7554,26.46,80,77,3.9,GH,1707249270
335,imbituba,-28.24,-48.6703,27.7,90,100,3.44,BR,1707249271
336,birsk,55.4211,55.5428,-0.48,98,100,5.66,RU,1707249271
337,banes,20.9625,-75.7186,26.39,40,16,7.99,CU,1707249271
338,onega,63.9061,38.1404,-26.58,100,71,1.41,RU,1707249271
339,bubaque,11.2833,-15.8333,26.62,75,0,7.08,GW,1707249271
340,taroa,8.7058,171.2275,27.18,74,100,8.79,MH,1707249198
341,kodinsk,58.6881,99.1844,-10.87,96,100,1.62,RU,1707249272
342,greymouth,-42.4667,171.2,15.7,82,72,1.33,NZ,1707249272
343,wauchope,-31.45,152.7333,20.54,97,100,2.42,AU,1707249272
344,mbaiki,3.8678,17.9892,25.13,33,49,0.6,CF,1707249272
345,touros,-5.1989,-35.4608,28.43,72,100,6.22,BR,1707249198
346,inhambane,-23.865,35.3833,25.0,88,20,3.6,MZ,1707249273
347,boa vista,2.8197,-60.6733,35.99,36,75,6.69,BR,1707249066
348,sisimiut,66.9395,-53.6735,-10.24,69,100,8.28,GL,1707249273
349,bodrum,37.0383,27.4292,15.71,83,5,2.81,TR,1707249014
350,tamanrasset,22.785,5.5228,13.95,11,0,2.57,DZ,1707249274
351,hotan,37.0997,79.9269,-3.85,76,8,1.49,CN,1707249274
352,al 'aziziyah,32.9058,45.0616,14.24,53,18,3.63,IQ,1707249274
353,bel ombre,-4.6167,55.4167,27.91,74,20,1.54,SC,1707249274
354,ciudad bolivar,8.1222,-63.5497,39.25,25,46,2.55,VE,1707249275
355,kenai,60.5544,-151.2583,-8.97,92,75,1.54,US,1707249128
356,taiyuan,37.8694,112.5603,-6.08,63,0,2.0,CN,1707249275
357,hadibu,12.65,54.0333,24.76,72,5,3.79,YE,1707249275
358,waingapu,-9.6567,120.2641,25.45,83,73,2.55,ID,1707249275
359,san carlos del zulia,9.0,-71.9135,33.75,51,21,2.3,VE,1707249276
360,suwayr,30.1171,40.3893,10.52,56,16,3.4,SA,1707249276
361,kapa'a,22.0752,-159.319,23.39,72,75,8.23,US,1707249135
362,sitka,57.0531,-135.33,1.94,93,75,0.0,US,1707249276
363,piacabucu,-10.4056,-36.4344,28.63,68,88,4.92,BR,1707249177
364,osterburg,52.7833,11.7667,11.18,94,100,12.21,DE,1707249276
365,san benito,36.6166,-121.0844,8.65,69,76,1.75,US,1707249277
366,port saint john's,-31.6229,29.5448,23.59,90,40,6.53,ZA,1707249277
367,eyl,7.9803,49.8164,24.75,77,2,6.68,SO,1707249277
368,katsuren-haebaru,26.3369,127.8719,19.43,74,100,0.0,JP,1707249277
369,black river,18.0264,-77.8487,25.55,62,26,8.28,JM,1707249189
370,lompoc,34.6391,-120.4579,14.36,65,75,4.12,US,1707249121
371,quellon,-43.1167,-73.6167,15.13,96,100,7.13,CL,1707249019
372,quiberon,47.4841,-3.1196,12.89,92,95,5.81,FR,1707249278
373,kill devil hills,36.0307,-75.676,7.21,64,0,8.23,US,1707249278
374,pipar,26.3856,73.5378,17.52,37,100,4.11,IN,1707249279
375,odacho-oda,35.1833,132.5,3.43,86,100,1.73,JP,1707249279
376,kununurra,-15.7667,128.7333,25.99,94,16,1.54,AU,1707249279
377,gaspe,48.8334,-64.4819,-1.05,74,20,4.12,CA,1707249279
378,chihuahua,28.5,-106.0,16.46,15,100,4.56,MX,1707248577
379,tolanaro,-25.0319,46.9987,23.04,94,75,11.83,MG,1707249186
380,port-vila,-17.7338,168.3219,24.78,94,75,1.03,VU,1707249280
381,anastacio,-20.4836,-55.8069,27.54,69,100,2.84,BR,1707249280
382,yamethin,20.4333,96.15,20.09,41,0,1.46,MM,1707249280
383,fuling,29.7022,107.3919,6.3,90,100,0.52,CN,1707249168
384,scarborough,54.2797,-0.4044,6.76,73,100,0.45,GB,1707249281
385,gobabis,-22.45,18.9667,23.86,52,38,7.44,NA,1707249148
386,conception bay south,47.4999,-52.9981,0.8,97,100,14.12,CA,1707249281
387,ubari,26.5921,12.7805,12.88,40,0,2.55,LY,1707249281
388,new norfolk,-42.7826,147.0587,12.72,82,93,1.36,AU,1707249281
389,san pedro pochutla,15.7333,-96.4667,28.84,46,7,3.71,MX,1707249282
390,saint-philippe,-21.3585,55.7679,22.77,84,79,6.16,RE,1707249282
391,freetown,8.484,-13.2299,27.84,78,0,3.6,SL,1707249282
392,san rafael,-34.6177,-68.3301,38.47,21,1,7.44,AR,1707249034
393,labytnangi,66.6572,66.4183,-21.9,99,100,1.57,RU,1707249282
394,shahba,32.8551,36.629,6.39,92,20,4.0,SY,1707249283
395,sosua,19.7667,-70.5167,27.95,78,20,0.0,DO,1707249283
396,blackfoot,43.1905,-112.345,6.88,86,100,1.79,US,1707249051
397,sinabang,2.4803,96.3801,26.74,81,64,0.66,ID,1707249080
398,choibalsan,48.0667,114.5,-20.56,92,9,3.43,MN,1707249283
399,burutu,5.3509,5.5076,27.5,74,89,3.8,NG,1707249284
400,kikinda,45.8297,20.4653,9.85,83,95,3.48,RS,1707249284
401,westport,41.1415,-73.3579,6.68,50,0,3.6,US,1707249284
402,smithers,54.7804,-127.1743,-3.82,86,100,1.54,CA,1707249012
403,ziro,27.6333,93.8333,3.03,97,100,0.79,IN,1707249284
404,fiumicino-isola sacra,41.7675,12.2291,13.06,53,40,2.06,IT,1707249285
405,olyokminsk,60.3736,120.4264,-15.91,99,98,1.04,RU,1707249285
406,socorro,31.6546,-106.3033,16.32,29,100,4.63,US,1707249285
407,bestobe,52.4994,73.0975,-5.74,84,99,3.73,KZ,1707249285
408,turpan,42.9333,89.1667,-0.08,54,3,0.32,CN,1707249285
409,kruisfontein,-34.0033,24.7314,21.6,85,47,3.9,ZA,1707249176
410,bac lieu,9.285,105.7244,24.98,88,94,3.22,VN,1707249286
411,okhotsk,59.3833,143.3,-22.81,82,100,3.67,RU,1707249286
412,saint-francois,46.4154,3.9054,7.58,87,100,2.57,FR,1707249286
413,azul,-36.777,-59.8585,38.69,23,86,5.88,AR,1707249286
414,millom,54.2107,-3.272,5.49,77,100,3.93,GB,1707249287
415,kouango,4.9934,19.9619,28.69,26,42,1.25,CF,1707249287
416,guerrero negro,27.9769,-114.0611,15.54,87,100,5.0,MX,1707249287
417,pangody,65.85,74.4859,-19.07,100,82,2.84,RU,1707249287
418,badger,64.8,-147.5333,-17.79,82,75,1.54,US,1707249147
419,asau,46.4333,26.4,11.51,64,100,8.73,RO,1707249288
420,kiama,-34.6833,150.8667,18.33,79,55,1.34,AU,1707249288
421,broken hill,-31.95,141.4333,15.27,49,42,7.04,AU,1707249288
422,karsava,56.7841,27.6883,-5.02,95,100,1.77,LV,1707249288
423,la reforma,25.0833,-108.05,26.82,38,95,5.4,MX,1707249288
424,wangjing,24.6,94.0333,12.52,92,70,0.32,IN,1707249288
425,angaur state,6.906,134.13,26.67,86,100,10.02,PW,1707249289
426,camana,-16.6228,-72.7111,25.84,77,50,2.82,PE,1707249289
427,yokadouma,3.5167,15.05,24.52,31,100,0.92,CM,1707249289
428,russellville,35.2784,-93.1338,16.75,28,0,0.0,US,1707249289
429,seydi,39.4816,62.9137,10.86,45,100,4.96,TM,1707249290
430,parun,35.4207,70.9221,-14.0,85,100,3.69,AF,1707249290
431,caister-on-sea,52.6481,1.7265,9.12,93,100,6.81,GB,1707249290
432,plettenberg bay,-34.0527,23.3716,19.92,88,94,2.76,ZA,1707249290
433,springbok,-29.6643,17.8865,16.79,63,81,3.13,ZA,1707249291
434,vada,51.97,5.6667,12.27,88,100,11.32,NL,1707249291
435,impfondo,1.6381,18.0667,26.92,41,99,0.28,CG,1707249291
436,as sulayyil,20.4607,45.5779,20.14,45,94,5.09,SA,1707249291
437,luang namtha,20.9497,101.4011,14.91,55,0,0.56,LA,1707249291
438,balykchy,42.4557,76.1861,-1.88,55,50,0.42,KG,1707249292
439,ugoofaaru,5.6667,73.0,27.85,71,13,6.31,MV,1707249187
440,bartlesville,36.7473,-95.9808,16.64,44,0,2.06,US,1707249112
441,armacao de buzios,-22.7469,-41.8817,30.09,86,100,4.38,BR,1707249292
442,chengde,40.9725,117.9361,-7.6,65,0,1.95,CN,1707249292
443,yeovil,50.9416,-2.6321,13.21,85,100,6.69,GB,1707249293
444,stephenville,32.2207,-98.2023,18.2,42,0,1.54,US,1707249293
445,lauro de freitas,-12.8944,-38.3272,30.01,66,0,5.14,BR,1707249293
446,ephraim,39.3597,-111.5863,9.89,49,72,5.08,US,1707249293
447,nizhnesortymskiy,62.4397,71.7603,-3.08,95,100,5.11,RU,1707249293
448,ivdel',60.6911,60.4206,-14.34,96,100,3.13,RU,1707249274
449,kapuskasing,49.4169,-82.4331,4.05,87,100,3.09,CA,1707249294
450,george town,5.4112,100.3354,26.97,89,20,1.54,MY,1707249179
451,perry,37.2506,-83.1999,12.1,55,7,3.17,US,1707249295
452,khuzdar,27.7384,66.6434,10.73,71,44,1.18,PK,1707249295
453,tabas,33.5959,56.9244,9.12,31,0,1.03,IR,1707249295
454,kerema,-7.9631,145.7785,25.06,87,100,2.16,PG,1707249208
455,lubumbashi,-11.6609,27.4794,17.01,98,72,1.17,CD,1707249295
456,promyshlennaya,54.9159,85.6385,-5.47,92,89,1.88,RU,1707249296
457,hasaki,35.7333,140.8333,1.27,56,100,7.71,JP,1707249125
458,greenville,35.6127,-77.3663,11.01,44,0,9.77,US,1707249296
459,nishinoomote,30.7333,131.0,14.03,63,100,5.67,JP,1707249296
460,ribeira brava,32.65,-17.0667,19.45,67,68,1.96,PT,1707249296
461,lekeitio,43.3666,-2.5007,11.88,88,33,1.65,ES,1707249297
462,pariaman,-0.619,100.12,27.03,87,98,1.45,ID,1707249297
463,kilindoni,-7.9139,39.6668,28.26,79,7,5.81,TZ,1707249297
464,chingirlau,51.095,54.0814,-0.37,99,100,4.54,KZ,1707249297
465,cooper's town,26.8667,-77.5167,21.24,66,40,12.32,BS,1707249297
466,rakops,-21.0167,24.3333,31.46,26,100,2.06,BW,1707249298
467,seaside,36.6111,-121.8516,13.84,81,75,2.57,US,1707249298
468,mammoth lakes,37.6485,-118.9721,0.7,68,40,1.54,US,1707249252
469,noosa heads,-26.3833,153.15,25.19,85,34,4.97,AU,1707249298
470,rio preto da eva,-2.6994,-59.6997,33.03,53,72,2.02,BR,1707249298
471,cill airne,52.05,-9.5167,6.56,89,100,2.34,IE,1707249299
472,chonchi,-42.6128,-73.8092,18.51,96,100,3.73,CL,1707249299
473,holualoa,19.6228,-155.9522,23.77,67,0,1.54,US,1707249152
474,nabire,-3.3667,135.4833,24.92,88,100,1.19,ID,1707249299
475,ojinaga,29.5667,-104.4167,22.54,28,0,2.57,MX,1707249299
476,paros,37.0833,25.15,16.84,100,5,5.66,GR,1707249299
477,illela,13.7292,5.2975,22.56,15,56,5.15,NG,1707249300
478,east ballina,-28.8667,153.5833,23.22,88,32,4.1,AU,1707249300
479,bharatpur,27.2167,77.4833,11.52,41,63,2.4,IN,1707249300
480,san blas,21.5167,-105.2667,25.8,53,0,3.26,MX,1707249300
481,baardheere,2.3446,42.2764,28.99,60,60,7.69,SO,1707249300
482,farsan,32.2569,50.561,0.02,92,60,2.92,IR,1707249301
483,alofi,-19.0595,-169.9187,26.94,83,99,2.57,NU,1707249202
484,sale,34.0389,-6.8166,11.38,93,0,0.0,MA,1707249301
485,homer,59.6425,-151.5483,-2.33,96,100,2.68,US,1707249178
486,rubtsovsk,51.5,81.25,-12.55,86,89,2.33,RU,1707249301
487,ilomantsi,62.6716,30.9328,-29.01,100,93,1.44,FI,1707249302
488,hassi messaoud,31.6804,6.0729,15.92,36,0,1.03,DZ,1707249302
489,luderitz,-26.6481,15.1594,19.78,81,30,5.54,NA,1707249124
490,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1707249174
491,selibaby,15.159,-12.1829,30.36,7,0,4.33,MR,1707249302
492,ambon,-3.6954,128.1814,26.71,14,40,3.6,ID,1707249303
493,diyarbakir,37.9158,40.2189,4.99,93,75,0.51,TR,1707249303
494,nadym,65.5333,72.5167,-19.18,100,68,2.93,RU,1707249303
495,saint clair shores,42.497,-82.8888,7.41,67,20,4.63,US,1707249304
496,ulladulla,-35.35,150.4667,14.16,76,9,4.41,AU,1707249298
497,cortland,42.6001,-76.083,4.97,56,0,2.57,US,1707249281
498,hakha,22.65,93.6167,9.78,82,63,1.86,MM,1707249304
499,labrador city,52.9463,-66.9114,-5.05,42,20,1.03,CA,1707249305
500,guixi,28.2886,117.2133,2.82,97,100,1.93,CN,1707249305
501,berdigestyakh,62.0989,126.6992,-23.04,99,100,1.33,RU,1707249308
502,i-n-salah,27.1935,2.4607,16.52,18,29,1.99,DZ,1707249308
503,kirillov,59.863,38.3813,-26.84,100,93,1.22,RU,1707249308
504,buritis,-15.6178,-46.4233,27.94,69,91,2.46,BR,1707249309
505,san luis,-33.295,-66.3356,37.72,22,94,8.98,AR,1707249309
506,pinotepa nacional,16.3167,-98.0167,31.0,44,1,5.23,MX,1707249309
507,hilo,19.7297,-155.09,22.92,85,100,4.63,US,1707249120
508,antonio enes,-16.2325,39.9086,25.96,90,100,1.13,MZ,1707249310
509,turbat,26.0023,63.044,18.74,66,15,1.01,PK,1707249310
510,champerico,14.3,-91.9167,34.3,66,9,6.18,GT,1707249310
511,pyapon,16.2833,95.6833,20.23,74,0,2.63,MM,1707249310
512,cabedelo,-6.9811,-34.8339,31.37,71,37,5.19,BR,1707249261
513,bandarbeyla,9.4942,50.8122,25.05,75,0,6.85,SO,1707249311
514,robertsport,6.7533,-11.3686,27.68,83,0,4.7,LR,1707249311
515,amungan,15.3652,119.9582,24.01,74,2,2.19,PH,1707249311
516,barquisimeto,10.0739,-69.3228,29.35,54,72,4.12,VE,1707249297
517,tralee,52.2704,-9.7026,6.4,88,100,2.47,IE,1707249312
518,podporozh'ye,60.9112,34.1706,-23.52,100,77,1.55,RU,1707249312
519,kachug,53.9606,105.8817,-22.34,100,94,0.14,RU,1707249312
520,dawson creek,55.7666,-120.2362,-7.2,73,75,3.09,CA,1707249312
521,pandan,14.0453,124.1694,24.85,84,96,3.71,PH,1707249312
522,dzhangala,49.2167,50.3333,-3.7,86,100,12.63,KZ,1707249313
523,malango,-2.9627,119.9001,20.13,96,100,1.14,ID,1707249313
524,quatre cocos,-20.2078,57.7625,26.16,75,98,5.71,MU,1707249313
525,pailon,-17.65,-62.75,35.82,31,96,4.56,BO,1707249313
526,chinde,26.8418,88.0763,7.06,73,0,2.08,NP,1707249314
527,huichapan,20.3833,-99.65,22.78,13,1,3.92,MX,1707249314
528,kuanda,56.3161,116.0806,-22.29,99,100,0.7,RU,1707249314
529,dampit,-8.2116,112.7493,21.7,96,100,0.89,ID,1707249155
530,zaozersk,69.4005,32.4476,-19.44,98,91,4.1,RU,1707249315
531,taguatinga,-12.3857,-46.5711,29.35,67,100,1.8,BR,1707249019
532,ciudad lazaro cardenas,17.9583,-102.2,28.88,58,11,3.79,MX,1707249194
533,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,1707249315
534,al muwayh,22.4333,41.7583,15.86,20,20,7.54,SA,1707249316
535,chebba,35.2372,11.115,16.49,47,84,6.7,TN,1707249316
536,kaihua,23.3687,104.28,13.11,89,75,3.43,CN,1707249316
537,edd,13.9297,41.6925,25.0,80,41,5.02,ER,1707249316
538,moengo,5.6167,-54.4,28.91,74,71,2.91,SR,1707249317
539,cobh,51.8572,-8.2992,5.58,87,75,6.17,IE,1707249317
540,richards bay,-28.783,32.0377,21.71,85,0,2.3,ZA,1707249317
541,levuka,50.1834,-105.4011,-2.15,86,100,3.09,CA,1707249317
542,cambria,35.5641,-121.0808,14.47,84,96,2.68,US,1707249317
543,port augusta,-32.5,137.7667,16.67,52,0,4.19,AU,1707249318
544,port moresby,-9.4431,147.1797,24.71,86,100,2.37,PG,1707249318
545,soufriere,13.8562,-61.0566,29.78,86,40,8.75,LC,1707249318
546,aykhal,66.0,111.5,-28.03,100,100,2.48,RU,1707249319
547,novomyshastovskaya,45.1991,38.5827,7.88,86,100,4.85,RU,1707249319
548,pustoshka,56.3355,29.369,-9.44,99,100,1.28,RU,1707249319
549,hirosaki,40.5931,140.4725,-1.06,92,100,1.62,JP,1707249319
550,kormilovka,55.0026,74.1028,-8.32,90,93,4.49,RU,1707249320
551,ushtobe,45.2514,77.9838,-6.17,81,58,2.42,KZ,1707249320
552,moroni,-11.7022,43.2551,27.96,82,7,4.63,KM,1707249251
553,tyumen,57.1522,65.5272,1.05,93,100,7.0,RU,1707249086
554,luwuk,-0.9516,122.7875,26.07,78,100,1.7,ID,1707249321
555,oras,12.1406,125.4397,24.7,85,30,3.97,PH,1707249321
556,moraleja,40.0162,-6.6977,12.03,87,4,1.63,ES,1707249299
557,myanaung,18.2833,95.3167,21.08,49,0,1.55,MM,1707249321
558,olmos,-5.9847,-79.7453,32.17,45,93,4.18,PE,1707249322
559,saint-joseph,-21.3667,55.6167,22.21,81,69,5.03,RE,1707249322
560,marvejols,44.5538,3.2914,4.46,92,100,1.18,FR,1707249322
561,kalmunai,7.4167,81.8167,25.25,72,77,3.16,LK,1707249184
562,mossel bay,-34.1831,22.146,21.96,82,99,1.82,ZA,1707249228
563,arvayheer,46.2639,102.775,-18.97,86,13,2.66,MN,1707249323
564,bodaybo,57.8506,114.1933,-15.12,98,100,1.33,RU,1707249323
565,sao luiz gonzaga,-28.4083,-54.9608,33.92,43,92,3.59,BR,1707249323
566,tangalle,6.024,80.7911,22.61,87,38,4.37,LK,1707249323
567,kattivakkam,13.2167,80.3167,24.05,78,5,1.38,IN,1707249323
568,penon blanco,24.7897,-104.0369,26.78,7,91,4.46,MX,1707249324
569,santa ana,33.7456,-117.8678,12.29,95,100,2.57,US,1707249099
570,vilyuchinsk,52.9306,158.4028,-8.85,88,100,2.52,RU,1707249324
571,lulea,65.5842,22.1547,-17.96,85,100,0.0,SE,1707249150
572,posto fiscal rolim de moura,-13.0833,-62.2667,34.16,45,100,0.83,BR,1707249324
573,northam,51.0333,-4.2167,13.14,97,100,13.76,GB,1707249325
574,laguna,38.421,-121.4238,14.05,82,75,4.12,US,1707249325
575,claremont,34.0967,-117.7198,10.48,91,75,5.14,US,1707249325
576,ocara,-4.4908,-38.5967,31.22,50,100,6.0,BR,1707249325
577,den burg,53.0542,4.7972,9.96,98,75,5.14,NL,1707249325
578,balkanabat,39.5108,54.3671,6.84,50,98,4.22,TM,1707249326
579,ouadda,8.0777,22.4007,24.23,20,41,3.7,CF,1707249326
580,ambodifotatra,-16.9833,49.85,27.36,77,100,4.85,MG,1707249326
581,iturama,-19.7281,-50.1956,23.8,77,100,3.35,BR,1707249326
582,sumenep,-7.0167,113.8667,24.62,92,100,3.98,ID,1707249326
583,laascaanood,8.4774,47.3597,24.78,30,21,1.77,SO,1707249327
584,estancia,-11.2683,-37.4383,28.74,67,97,4.31,BR,1707249327
585,puerto aysen,-45.4,-72.7,14.1,99,100,1.73,CL,1707249327
